Imagen,Tipos de Daño,Piezas del Vehículo,Sugerencia,Tipos de Daño_encoded,Piezas del Vehículo_encoded,Sugerencia_encoded
1045.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1046.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
1046.jpg,Rotura,Espejo lateral derecho,Reemplazar,6,7,2
1046.jpg,Rotura,Luz indicadora delantera derecha,Reemplazar,6,15,2
1047.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1048.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1048.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
1048.jpg,Desprendimiento,Puerta delantera izquierda,Reemplazar,3,36,2
1048.jpg,Rotura,Rueda ,Reparar,6,40,1
1049.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1050.jpg,Rotura,Rueda ,Reparar,6,40,1
1051.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1052.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1052.jpg,Abolladura,Maletero,Reparar,1,21,1
1052.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
1053.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1054.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
1054.jpg,Deformación,Capó ,Reemplazar,2,3,2
1054.jpg,Rotura,Espejo lateral izquierdo,Reemplazar,6,8,2
1054.jpg,Rotura,Ventanilla trasera izquierda      ,Reemplazar,6,52,2
1055.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
1055.jpg,Deformación,Puerta trasera izquierda,Reemplazar,2,38,2
1056.jpg,Abolladura,Capó ,Reparar,1,3,1
1056.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
1057.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
1057.jpg,Rotura,Luz indicadora delantera izquierda,Reemplazar,6,16,2
1058.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1059.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1060.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
1061.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1062.jpg,Desprendimiento,"Rejilla, parrilla",Reparar,3,39,1
1062.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
1062.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1062.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1062.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1063.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1064.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1065.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1066.jpg,Abolladura,Techo ,Reparar,1,43,1
1066.jpg,Abolladura,Marco de la ventana,Reparar,1,24,1
1066.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1067.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1068.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
1068.jpg,Desprendimiento,Moldura puerta delantera derecha,Reemplazar,3,27,2
1069.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
1069.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1070.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1071.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
1072.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1073.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1074.jpg,Deformación,Guardabarros delantero izquierdo ,Reemplazar,2,12,2
1074.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1075.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
1075.jpg,Rayón,Puerta delantera izquierda,Reparar,5,36,1
1076.jpg,Rotura,Rueda ,Reparar,6,40,1
1077.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1078.jpg,Rotura,Rueda ,Reparar,6,40,1
1079.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1079.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
1080.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1081.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1082.jpg,Abolladura,Capó ,Reparar,1,3,1
1082.jpg,Deformación,Parachoques delantero,Reparar,2,33,1
1082.jpg,Deformación,Guardabarros delantero izquierdo ,Reparar,2,12,1
1082.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1083.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1083.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
1084.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
1085.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1086.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1086.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
1086.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1087.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1088.jpg,Deformación,Guardabarros delantero izquierdo ,Reparar,2,12,1
1088.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
1088.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1089.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1089.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
1090.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1091.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1092.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1093.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1094.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
1095.jpg,Rotura,Ventana trasera derecha,Reemplazar,6,47,2
1096.jpg,Abolladura,Capó ,Reparar,1,3,1
1096.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1097.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1098.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1099.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
1099.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
1099.jpg,Deformación,Puerta delantera izquierda,Reemplazar,2,36,2
1100.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
1100.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1100.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1101.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
1102.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
1102.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
1102.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1102.jpg,Rotura,Guardabarros delantero derecho ,Reemplazar,6,11,2
1103.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1104.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1105.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1105.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
1106.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1107.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1108.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1108.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
1108.jpg,Desprendimiento,Rueda ,Reemplazar,3,40,2
1108.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
1109.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1109.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
1110.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
1110.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
1111.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1112.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1112.jpg,Desprendimiento,Parachoques delantero,Reparar,3,33,1
1112.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1113.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1114.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1114.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
1115.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1116.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1116.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1117.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1117.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1118.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
1118.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
1119.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
1120.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
1121.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1121.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1122.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1123.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1124.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1124.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
1125.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
1125.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
1126.jpg,Abolladura,Techo ,Reparar,1,43,1
1126.jpg,Abolladura,Marco de la ventana,Reparar,1,24,1
1127.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
1127.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
1127.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1128.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
1129.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
1130.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1131.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
1132.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1133.jpg,Abolladura,Maletero,Reparar,1,21,1
1134.jpg,Rotura,Rueda ,Reparar,6,40,1
1135.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
1136.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
1136.jpg,Deformación,Puerta trasera izquierda,Reemplazar,2,38,2
1136.jpg,Deformación,Marco de las puertas,Reparar,2,25,1
1137.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
1138.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1139.jpg,Abolladura,Maletero,Reparar,1,21,1
1140.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1140.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
1141.jpg,Rotura,Ventana delantera derecha,Reemplazar,6,45,2
1142.jpg,Rotura,Rueda ,Reparar,6,40,1
1143.jpg,Rotura,Parachoques trasero,Reparar,6,34,1
1143.jpg,Rotura,Guardabarros trasero derecho,Reparar,6,13,1
1144.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
1144.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
1145.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
1145.jpg,Deformación,Guardabarros delantero derecho ,Reparar,2,11,1
1145.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
